assembly_accession	taxid	organism_name	infraspecific_name	file_path
GCF_000007705.1	243365	Chromobacterium violaceum ATCC 12472	strain=ATCC 12472	models/c/chromobacterium/Chromobacterium_violaceum_ATCC_12472.xml.gz
GCF_000158615.1	546274	Eikenella corrodens ATCC 23834	strain=ATCC 23834	models/e/eikenella/Eikenella_corrodens_ATCC_23834.xml.gz
GCF_000175255.2	555217	Zymomonas mobilis subsp. mobilis ATCC 10988	strain=ATCC 10988	models/z/zymomonas/Zymomonas_mobilis_subsp_mobilis_ATCC_10988.xml.gz
GCF_000218875.1	579138	Zymomonas mobilis subsp. pomaceae ATCC 29192	strain=ATCC 29192	models/z/zymomonas/Zymomonas_mobilis_subsp_pomaceae_ATCC_29192.xml.gz
GCF_000648515.1	1333848	Citrobacter freundii CFNIH1	strain=CFNIH1	models/c/citrobacter/Citrobacter_freundii_CFNIH1.xml.gz
GCF_000215745.1	1028307	Klebsiella aerogenes KCTC 2190	strain=KCTC 2190	models/k/klebsiella/Klebsiella_aerogenes_KCTC_2190.xml.gz
GCF_001709315.1	549	Pantoea agglomerans	strain=C410P1	models/p/pantoea/Pantoea_agglomerans_C410P1.xml.gz
GCF_000025565.1	716541	Enterobacter cloacae subsp. cloacae ATCC 13047	strain=ATCC 13047	models/e/enterobacter/Enterobacter_cloacae_subsp_cloacae_ATCC_13047.xml.gz
GCF_000091565.1	665029	Erwinia amylovora CFBP1430		models/e/erwinia/Erwinia_amylovora_CFBP1430.xml.gz
GCF_000025405.2	706191	Pantoea ananatis LMG 20103	strain=LMG 20103	models/p/pantoea/Pantoea_ananatis_LMG_20103.xml.gz
GCF_000023605.1	561230	Pectobacterium carotovorum subsp. carotovorum PC1	strain=PC1	models/p/pectobacterium/Pectobacterium_carotovorum_subsp_carotovorum_PC1.xml.gz
GCF_000005845.2	511145	Escherichia coli str. K-12 substr. MG1655	strain=K-12 substr. MG1655	models/e/escherichia/Escherichia_coli_str_K_12_substr_MG1655.xml.gz
GCF_000008865.1	386585	Escherichia coli O157:H7 str. Sakai	strain=Sakai substr. RIMD 0509952	models/e/escherichia/Escherichia_coli_O157_H7_str_Sakai_Sakai_substr_RIMD_0509952.xml.gz
GCF_000026325.1	585056	Escherichia coli UMN026	strain=UMN026	models/e/escherichia/Escherichia_coli_UMN026.xml.gz
GCF_000026345.1	585057	Escherichia coli IAI39	strain=IAI39	models/e/escherichia/Escherichia_coli_IAI39.xml.gz
GCF_000183345.1	685038	Escherichia coli O83:H1 str. NRG 857C	strain=NRG 857C	models/e/escherichia/Escherichia_coli_O83_H1_str_NRG_857C.xml.gz
GCF_000299455.1	1133852	Escherichia coli O104:H4 str. 2011C-3493	strain=2011C-3493	models/e/escherichia/Escherichia_coli_O104_H4_str_2011C_3493.xml.gz
GCF_000262305.1	630626	Shimwellia blattae DSM 4481 = NBRC 105725	strain=DSM 4481	models/s/shimwellia/Shimwellia_blattae_DSM_4481_NBRC_105725.xml.gz
GCF_000248015.1	1115512	Atlantibacter hermannii NBRC 105704	strain=NBRC 105704	models/a/atlantibacter/Atlantibacter_hermannii_NBRC_105704.xml.gz
GCF_000759795.1	1115515	Escherichia vulneris NBRC 102420	strain=NBRC 102420	models/e/escherichia/Escherichia_vulneris_NBRC_102420.xml.gz
GCF_001022195.1	571	Klebsiella oxytoca	strain=CAV1374	models/k/klebsiella/Klebsiella_oxytoca_CAV1374.xml.gz
GCF_000240185.1	1125630	Klebsiella pneumoniae subsp. pneumoniae HS11286	strain=HS11286	models/k/klebsiella/Klebsiella_pneumoniae_subsp_pneumoniae_HS11286.xml.gz
GCF_001571285.1	1218112	Kluyvera cryocrescens NBRC 102467	strain=NBRC 102467	models/k/kluyvera/Kluyvera_cryocrescens_NBRC_102467.xml.gz
GCF_000286435.2	1124991	Morganella morganii subsp. morganii KT		models/m/morganella/Morganella_morganii_subsp_morganii_KT.xml.gz
GCF_000069965.1	529507	Proteus mirabilis HI4320	strain=HI4320	models/p/proteus/Proteus_mirabilis_HI4320.xml.gz
GCF_000259175.1	1157951	Providencia stuartii MRSN 2154	strain=MRSN 2154	models/p/providencia/Providencia_stuartii_MRSN_2154.xml.gz
GCF_000422085.1	1346614	Serratia liquefaciens ATCC 27592	strain=ATCC 27592	models/s/serratia/Serratia_liquefaciens_ATCC_27592.xml.gz
GCF_000513215.1	273526	Serratia marcescens subsp. marcescens Db11	strain=Db11	models/s/serratia/Serratia_marcescens_subsp_marcescens_Db11.xml.gz
GCF_000012005.1	300267	Shigella dysenteriae Sd197	strain=Sd197	models/s/shigella/Shigella_dysenteriae_Sd197.xml.gz
GCF_000006925.2	198214	Shigella flexneri 2a str. 301	strain=301	models/s/shigella/Shigella_flexneri_2a_str_301.xml.gz
GCF_000953355.1	1437823	Xenorhabdus nematophila AN6/1	strain=AN6/1	models/x/xenorhabdus/Xenorhabdus_nematophila_AN6_1.xml.gz
GCF_000009345.1	393305	Yersinia enterocolitica subsp. enterocolitica 8081	strain=8081	models/y/yersinia/Yersinia_enterocolitica_subsp_enterocolitica_8081.xml.gz
GCF_000009065.1	214092	Yersinia pestis CO92	strain=CO92	models/y/yersinia/Yersinia_pestis_CO92.xml.gz
GCF_000014805.1	380703	Aeromonas hydrophila subsp. hydrophila ATCC 7966	strain=ATCC 7966	models/a/aeromonas/Aeromonas_hydrophila_subsp_hydrophila_ATCC_7966.xml.gz
GCF_000196395.1	382245	Aeromonas salmonicida subsp. salmonicida A449	strain=A449	models/a/aeromonas/Aeromonas_salmonicida_subsp_salmonicida_A449.xml.gz
GCF_000819865.1	649	Aeromonas eucrenophila	strain=CECT 4224	models/a/aeromonas/Aeromonas_eucrenophila_CECT_4224.xml.gz
GCF_001447335.1	652	Aeromonas schubertii	strain=WL1483	models/a/aeromonas/Aeromonas_schubertii_WL1483.xml.gz
GCF_000354175.2	1219076	Vibrio alginolyticus NBRC 15630 = ATCC 17749	strain=ATCC 17749	models/v/vibrio/Vibrio_alginolyticus_NBRC_15630_ATCC_17749.xml.gz
GCF_001267945.1	663	Vibrio alginolyticus	strain=RM-24-2	models/v/vibrio/Vibrio_alginolyticus_RM_24_2.xml.gz
GCF_000006745.1	243277	Vibrio cholerae O1 biovar El Tor str. N16961	strain=N16961	models/v/vibrio/Vibrio_cholerae_O1_biovar_El_Tor_str_N16961.xml.gz
GCF_000011805.1	312309	Vibrio fischeri ES114	strain=ES114	models/v/vibrio/Vibrio_fischeri_ES114.xml.gz
GCF_000196095.1	223926	Vibrio parahaemolyticus RIMD 2210633		models/v/vibrio/Vibrio_parahaemolyticus_RIMD_2210633.xml.gz
GCF_000467125.1	1219065	Vibrio proteolyticus NBRC 13287	strain=NBRC 13287	models/v/vibrio/Vibrio_proteolyticus_NBRC_13287.xml.gz
GCF_002215135.1	672	Vibrio vulnificus	strain=CECT 4999	models/v/vibrio/Vibrio_vulnificus_CECT_4999.xml.gz
GCF_001558255.1	673	Grimontia hollisae	strain=ATCC 33564	models/g/grimontia/Grimontia_hollisae_ATCC_33564.xml.gz
GCF_001558415.1	676	Vibrio fluvialis	strain=ATCC 33809	models/v/vibrio/Vibrio_fluvialis_ATCC_33809.xml.gz
GCF_000017705.1	338187	Vibrio campbellii ATCC BAA-1116	strain=ATCC BAA-1116; BB120	models/v/vibrio/Vibrio_campbellii_ATCC_BAA_1116_ATCC_BAA_1116_BB120.xml.gz
GCF_000740015.1	1348635	Vibrio diazotrophicus NBRC 103148	strain=NBRC 103148	models/v/vibrio/Vibrio_diazotrophicus_NBRC_103148.xml.gz
GCF_002196515.1	687	Vibrio gazogenes	strain=ATCC 43942	models/v/vibrio/Vibrio_gazogenes_ATCC_43942.xml.gz
GCF_001591125.1	1219069	Vibrio mediterranei NBRC 15635	strain=NBRC 15635	models/v/vibrio/Vibrio_mediterranei_NBRC_15635.xml.gz
GCF_900087055.1	703	Plesiomonas shigelloides	strain=NCTC10360	models/p/plesiomonas/Plesiomonas_shigelloides_NCTC10360.xml.gz
GCF_001594265.1	714	Aggregatibacter actinomycetemcomitans	strain=624	models/a/aggregatibacter/Aggregatibacter_actinomycetemcomitans_624.xml.gz
GCF_000739435.1	743972	Actinobacillus suis ATCC 33415	strain=ATCC 33415	models/a/actinobacillus/Actinobacillus_suis_ATCC_33415.xml.gz
GCF_000027305.1	71421	Haemophilus influenzae Rd KW20		models/h/haemophilus/Haemophilus_influenzae_Rd_KW20.xml.gz
GCF_000442905.1	1351754	Avibacterium paragallinarum JF4211	strain=JF4211	models/a/avibacterium/Avibacterium_paragallinarum_JF4211.xml.gz
GCF_000007945.1	233412	Haemophilus ducreyi 35000HP	strain=35000HP	models/h/haemophilus/Haemophilus_ducreyi_35000HP.xml.gz
GCF_000019405.1	228400	Haemophilus somnus 2336	strain=2336	models/h/haemophilus/Haemophilus_somnus_2336.xml.gz
GCF_002015075.1	733	Haemophilus haemoglobinophilus	strain=CCUG 3714	models/h/haemophilus/Haemophilus_haemoglobinophilus_CCUG_3714.xml.gz
GCF_002015115.1	734	Haemophilus paracuniculus	strain=CCUG 43573	models/h/haemophilus/Haemophilus_paracuniculus_CCUG_43573.xml.gz
GCF_000021885.1	557723	Haemophilus parasuis SH0165	strain=SH0165	models/h/haemophilus/Haemophilus_parasuis_SH0165.xml.gz
GCF_000754275.1	747	Pasteurella multocida	strain=ATCC 43137	models/p/pasteurella/Pasteurella_multocida_ATCC_43137.xml.gz
GCF_000209675.1	1005058	Gallibacterium anatis UMN179	strain=UMN179	models/g/gallibacterium/Gallibacterium_anatis_UMN179.xml.gz
GCF_000262245.1	1095749	Pasteurella bettyae CCUG 2042	strain=CCUG 2042	models/p/pasteurella/Pasteurella_bettyae_CCUG_2042.xml.gz
GCF_000379905.1	1122936	Rodentibacter pneumotropicus DSM 21403	strain=DSM 21403	models/r/rodentibacter/Rodentibacter_pneumotropicus_DSM_21403.xml.gz
GCF_000024505.1	574556	Anaplasma centrale str. Israel	strain=Israel	models/a/anaplasma/Anaplasma_centrale_str_Israel.xml.gz
GCF_000020305.1	320483	Anaplasma marginale str. Florida	strain=Florida	models/a/anaplasma/Anaplasma_marginale_str_Florida.xml.gz
GCF_000015445.1	360095	Bartonella bacilliformis KC583	strain=KC583; ATCC 35685	models/b/bartonella/Bartonella_bacilliformis_KC583_KC583_ATCC_35685.xml.gz
GCF_000709795.1	1293911	Bartonella bacilliformis Ver097	strain=Ver097	models/b/bartonella/Bartonella_bacilliformis_Ver097.xml.gz
GCF_000007765.2	227377	Coxiella burnetii RSA 493	strain=RSA 493	models/c/coxiella/Coxiella_burnetii_RSA_493.xml.gz
GCF_000026005.1	254945	Ehrlichia ruminantium str. Welgevonden	strain=Welgevonden	models/e/ehrlichia/Ehrlichia_ruminantium_str_Welgevonden.xml.gz
GCF_000007025.1	272944	Rickettsia conorii str. Malish 7	strain=Malish 7	models/r/rickettsia/Rickettsia_conorii_str_Malish_7.xml.gz
GCF_000195735.1	272947	Rickettsia prowazekii str. Madrid E	strain=Madrid E	models/r/rickettsia/Rickettsia_prowazekii_str_Madrid_E.xml.gz
GCF_000063545.1	357244	Orientia tsutsugamushi str. Boryong	strain=Boryong	models/o/orientia/Orientia_tsutsugamushi_str_Boryong.xml.gz
GCF_000008045.1	257363	Rickettsia typhi str. Wilmington	strain=Wilmington	models/r/rickettsia/Rickettsia_typhi_str_Wilmington.xml.gz
GCF_000018205.1	293614	Rickettsia akari str. Hartford	strain=Hartford	models/r/rickettsia/Rickettsia_akari_str_Hartford.xml.gz
GCF_000284155.1	1105110	Rickettsia australis str. Cutlack	strain=Cutlack	models/r/rickettsia/Rickettsia_australis_str_Cutlack.xml.gz
GCF_000014345.1	293613	Rickettsia canadensis str. McKiel	strain=McKiel	models/r/rickettsia/Rickettsia_canadensis_str_McKiel.xml.gz
GCF_000046685.1	283165	Bartonella quintana str. Toulouse	strain=Toulouse	models/b/bartonella/Bartonella_quintana_str_Toulouse.xml.gz
GCF_000008725.1	272561	Chlamydia trachomatis D/UW-3/CX	strain=D/UW-3/CX	models/c/chlamydia/Chlamydia_trachomatis_D_UW_3_CX.xml.gz
GCF_000068585.1	471472	Chlamydia trachomatis 434/Bu	strain=434/Bu	models/c/chlamydia/Chlamydia_trachomatis_434_Bu.xml.gz
GCF_000009925.1	295405	Bacteroides fragilis YCH46	strain=YCH46	models/b/bacteroides/Bacteroides_fragilis_YCH46.xml.gz
GCF_000011065.1	226186	Bacteroides thetaiotaomicron VPI-5482	strain=VPI-5482	models/b/bacteroides/Bacteroides_thetaiotaomicron_VPI_5482.xml.gz
GCF_000154205.1	411479	Bacteroides uniformis ATCC 8492	strain=ATCC 8492	models/b/bacteroides/Bacteroides_uniformis_ATCC_8492.xml.gz
GCF_000012825.1	435590	Bacteroides vulgatus ATCC 8482	strain=ATCC 8482	models/b/bacteroides/Bacteroides_vulgatus_ATCC_8482.xml.gz
GCF_000012845.1	435591	Parabacteroides distasonis ATCC 8503	strain=ATCC 8503	models/p/parabacteroides/Parabacteroides_distasonis_ATCC_8503.xml.gz
GCF_001190745.1	824	Campylobacter gracilis	strain=ATCC 33236	models/c/campylobacter/Campylobacter_gracilis_ATCC_33236.xml.gz
GCF_000024405.1	526218	Sebaldella termitidis ATCC 33386	strain=ATCC 33386	models/s/sebaldella/Sebaldella_termitidis_ATCC_33386.xml.gz
GCF_001190755.1	1032069	Campylobacter ureolyticus RIGS 9880	strain=RIGS 9880	models/c/campylobacter/Campylobacter_ureolyticus_RIGS_9880.xml.gz
GCF_900129945.1	1121131	Butyrivibrio fibrisolvens DSM 3071	strain=DSM 3071	models/b/butyrivibrio/Butyrivibrio_fibrisolvens_DSM_3071.xml.gz
GCF_000146505.1	59374	Fibrobacter succinogenes subsp. succinogenes S85	strain=S85	models/f/fibrobacter/Fibrobacter_succinogenes_subsp_succinogenes_S85.xml.gz
GCF_000010505.1	431947	Porphyromonas gingivalis ATCC 33277	strain=ATCC 33277	models/p/porphyromonas/Porphyromonas_gingivalis_ATCC_33277.xml.gz
GCF_000025925.1	264731	Prevotella ruminicola 23	strain=Bryant 23	models/p/prevotella/Prevotella_ruminicola_23_Bryant_23.xml.gz
GCF_000378085.1	1122985	Prevotella loescheii DSM 19665 = JCM 12249 = ATCC 15930	strain=DSM 19665	models/p/prevotella/Prevotella_loescheii_DSM_19665_JCM_12249_ATCC_15930.xml.gz
GCF_000196135.1	273121	Wolinella succinogenes DSM 1740	strain=DSMZ 1740	models/w/wolinella/Wolinella_succinogenes_DSM_1740_DSMZ_1740.xml.gz
GCF_000158475.2	556268	Oxalobacter formigenes HOxBLS	strain=HOxBLS	models/o/oxalobacter/Oxalobacter_formigenes_HOxBLS.xml.gz
GCF_002127965.1	847	Oxalobacter formigenes	strain=HC-1	models/o/oxalobacter/Oxalobacter_formigenes_HC_1.xml.gz
GCF_000158195.2	469616	Fusobacterium mortiferum ATCC 9817	strain=ATCC 9817	models/f/fusobacterium/Fusobacterium_mortiferum_ATCC_9817.xml.gz
GCF_000007325.1	190304	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	strain=ATCC 25586	models/f/fusobacterium/Fusobacterium_nucleatum_subsp_nucleatum_ATCC_25586.xml.gz
GCF_000158275.2	457405	Fusobacterium nucleatum subsp. animalis 7_1	strain=7_1	models/f/fusobacterium/Fusobacterium_nucleatum_subsp_animalis_7_1.xml.gz
GCF_000622245.1	1408439	Fusobacterium perfoetens ATCC 29250	strain=ATCC 29250	models/f/fusobacterium/Fusobacterium_perfoetens_ATCC_29250.xml.gz
GCF_000162015.1	411483	Faecalibacterium prausnitzii A2-165	strain=A2-165	models/f/faecalibacterium/Faecalibacterium_prausnitzii_A2_165.xml.gz
GCF_000381725.1	1278306	Fusobacterium russii ATCC 25533	strain=593A	models/f/fusobacterium/Fusobacterium_russii_ATCC_25533_593A.xml.gz
GCF_000262225.1	1095747	Fusobacterium necrophorum subsp. funduliforme ATCC 51357	strain=ATCC 51357	models/f/fusobacterium/Fusobacterium_necrophorum_subsp_funduliforme_ATCC_51357.xml.gz
GCF_000158215.3	469599	Fusobacterium periodonticum 2_1_31	strain=2_1_31	models/f/fusobacterium/Fusobacterium_periodonticum_2_1_31.xml.gz
GCF_000158315.2	469617	Fusobacterium ulcerans ATCC 49185	strain=ATCC 49185	models/f/fusobacterium/Fusobacterium_ulcerans_ATCC_49185.xml.gz
GCF_000014725.1	335541	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	strain=Goettingen G311	models/s/syntrophomonas/Syntrophomonas_wolfei_subsp_wolfei_str_Goettingen_G311.xml.gz
GCF_900115655.1	867	Ruminobacter amylophilus	strain=DSM 1361	models/r/ruminobacter/Ruminobacter_amylophilus_DSM_1361.xml.gz
GCF_000015345.1	246195	Dichelobacter nodosus VCS1703A	strain=VCS1703A	models/d/dichelobacter/Dichelobacter_nodosus_VCS1703A.xml.gz
GCF_000212675.2	690850	Desulfovibrio africanus str. Walvis Bay	strain=Walvis Bay	models/d/desulfovibrio/Desulfovibrio_africanus_str_Walvis_Bay.xml.gz
GCF_000022125.1	525146	Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774	strain=ATCC 27774	models/d/desulfovibrio/Desulfovibrio_desulfuricans_subsp_desulfuricans_str_ATCC_27774.xml.gz
GCF_000189295.2	641491	Desulfovibrio desulfuricans ND132	strain=ND132	models/d/desulfovibrio/Desulfovibrio_desulfuricans_ND132.xml.gz
GCF_000420465.1	1121445	Desulfovibrio desulfuricans subsp. desulfuricans DSM 642	strain=DSM 642	models/d/desulfovibrio/Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642.xml.gz
GCF_000179555.1	596151	Desulfovibrio fructosivorans JJ	strain=JJ	models/d/desulfovibrio/Desulfovibrio_fructosivorans_JJ.xml.gz
GCF_000468495.1	1121448	Desulfovibrio gigas DSM 1382 = ATCC 19364	strain=ATCC 19364	models/d/desulfovibrio/Desulfovibrio_gigas_DSM_1382_ATCC_19364.xml.gz
GCF_000023445.1	526222	Desulfovibrio salexigens DSM 2638	strain=DSM 2638	models/d/desulfovibrio/Desulfovibrio_salexigens_DSM_2638.xml.gz
GCF_000021385.1	883	Desulfovibrio vulgaris str. 'Miyazaki F'	strain=Miyazaki F	models/d/desulfovibrio/Desulfovibrio_vulgaris_str_Miyazaki_F.xml.gz
GCF_000195755.1	882	Desulfovibrio vulgaris str. Hildenborough	strain=Hildenborough	models/d/desulfovibrio/Desulfovibrio_vulgaris_str_Hildenborough.xml.gz
GCF_000420485.1	1121456	Desulfovibrio longus DSM 6739	strain=DSM 6739	models/d/desulfovibrio/Desulfovibrio_longus_DSM_6739.xml.gz
GCF_000167355.1	281689	Desulfuromonas acetoxidans DSM 684	strain=DSM 684	models/d/desulfuromonas/Desulfuromonas_acetoxidans_DSM_684.xml.gz
GCF_001854245.1	897	Desulfococcus multivorans	strain=DSM 2059	models/d/desulfococcus/Desulfococcus_multivorans_DSM_2059.xml.gz
GCF_000023225.1	525897	Desulfomicrobium baculatum DSM 4028	strain=DSM 4028	models/d/desulfomicrobium/Desulfomicrobium_baculatum_DSM_4028.xml.gz
GCF_900116045.1	901	Desulfovibrio piger		models/d/desulfovibrio/Desulfovibrio_piger.xml.gz
GCF_000025305.1	591001	Acidaminococcus fermentans DSM 20731	strain=DSM 20731	models/a/acidaminococcus/Acidaminococcus_fermentans_DSM_20731.xml.gz
GCF_001304715.1	1458465	Megasphaera elsdenii 14-14	strain=14-14	models/m/megasphaera/Megasphaera_elsdenii_14_14.xml.gz
GCF_000013885.1	323097	Nitrobacter hamburgensis X14	strain=X14	models/n/nitrobacter/Nitrobacter_hamburgensis_X14.xml.gz
GCF_000012725.1	323098	Nitrobacter winogradskyi Nb-255	strain=Nb-255	models/n/nitrobacter/Nitrobacter_winogradskyi_Nb_255.xml.gz
GCF_000009145.1	228410	Nitrosomonas europaea ATCC 19718	strain=ATCC 19718	models/n/nitrosomonas/Nitrosomonas_europaea_ATCC_19718.xml.gz
GCF_000014765.1	335283	Nitrosomonas eutropha C91	strain=C91	models/n/nitrosomonas/Nitrosomonas_eutropha_C91.xml.gz
GCF_900110145.1	917	Nitrosomonas marina	strain=Nm22	models/n/nitrosomonas/Nitrosomonas_marina_Nm22.xml.gz
GCF_000021485.1	243159	Acidithiobacillus ferrooxidans ATCC 23270	strain=ATCC 23270	models/a/acidithiobacillus/Acidithiobacillus_ferrooxidans_ATCC_23270.xml.gz
GCF_000092925.1	639283	Starkeya novella DSM 506	strain=DSM 506	models/s/starkeya/Starkeya_novella_DSM_506.xml.gz
GCF_002028405.1	926	Thiomonas intermedia	strain=ATCC 15466	models/t/thiomonas/Thiomonas_intermedia_ATCC_15466.xml.gz
GCF_000024765.1	555778	Halothiobacillus neapolitanus c2	strain=c2	models/h/halothiobacillus/Halothiobacillus_neapolitanus_c2.xml.gz
GCF_000423825.1	1123368	Thermithiobacillus tepidarius DSM 3134	strain=DSM 3134	models/t/thermithiobacillus/Thermithiobacillus_tepidarius_DSM_3134.xml.gz
GCF_000227215.1	637390	Acidithiobacillus thiooxidans ATCC 19377	strain=ATCC 19377	models/a/acidithiobacillus/Acidithiobacillus_thiooxidans_ATCC_19377.xml.gz
GCF_000373385.1	1123393	Thiobacillus thioparus DSM 505	strain=DSM 505	models/t/thiobacillus/Thiobacillus_thioparus_DSM_505.xml.gz
GCF_000711195.1	1123517	Thiomicrospira pelophila DSM 1534	strain=DSM 1534	models/t/thiomicrospira/Thiomicrospira_pelophila_DSM_1534.xml.gz
GCF_000010785.1	608538	Hydrogenobacter thermophilus TK-6	strain=TK-6	models/h/hydrogenobacter/Hydrogenobacter_thermophilus_TK_6.xml.gz
GCF_000012565.1	269484	Ehrlichia canis str. Jake	strain=Jake	models/e/ehrlichia/Ehrlichia_canis_str_Jake.xml.gz
GCF_000013145.1	205920	Ehrlichia chaffeensis str. Arkansas	strain=Arkansas	models/e/ehrlichia/Ehrlichia_chaffeensis_str_Arkansas.xml.gz
GCF_000013125.1	212042	Anaplasma phagocytophilum str. HZ	strain=HZ	models/a/anaplasma/Anaplasma_phagocytophilum_str_HZ.xml.gz
GCF_000022525.1	434131	Neorickettsia risticii str. Illinois	strain=Illinois	models/n/neorickettsia/Neorickettsia_risticii_str_Illinois.xml.gz
GCF_000013165.1	222891	Neorickettsia sennetsu str. Miyayama	strain=Miyayama	models/n/neorickettsia/Neorickettsia_sennetsu_str_Miyayama.xml.gz
GCF_001653955.1	1086726	Francisella persica ATCC VR-331	strain=ATCC VR-331	models/f/francisella/Francisella_persica_ATCC_VR_331.xml.gz
GCF_001752665.1	955	Wolbachia pipientis	strain=wPpe	models/w/wolbachia/Wolbachia_pipientis_wPpe.xml.gz
GCF_000196175.1	264462	Bdellovibrio bacteriovorus HD100	strain=HD100	models/b/bdellovibrio/Bdellovibrio_bacteriovorus_HD100.xml.gz
GCF_000525675.1	765869	Bdellovibrio bacteriovorus W	strain=W	models/b/bdellovibrio/Bdellovibrio_bacteriovorus_W.xml.gz
GCF_001592735.1	959	Bdellovibrio bacteriovorus	strain=R0	models/b/bdellovibrio/Bdellovibrio_bacteriovorus_R0.xml.gz
GCF_001592745.1	959	Bdellovibrio bacteriovorus	strain=EC13	models/b/bdellovibrio/Bdellovibrio_bacteriovorus_EC13.xml.gz
GCF_001040945.1	964	Herbaspirillum seropedicae	strain=Z67	models/h/herbaspirillum/Herbaspirillum_seropedicae_Z67.xml.gz
GCF_001995095.2	966	Oceanospirillum linum	strain=ATCC 11336	models/o/oceanospirillum/Oceanospirillum_linum_ATCC_11336.xml.gz
GCF_000284095.1	927704	Selenomonas ruminantium subsp. lactilytica TAM6421	strain=TAM6421	models/s/selenomonas/Selenomonas_ruminantium_subsp_lactilytica_TAM6421.xml.gz
GCF_000702545.1	1392502	Selenomonas ruminantium AB3002	strain=AB3002	models/s/selenomonas/Selenomonas_ruminantium_AB3002.xml.gz
GCF_900100835.1	971	Selenomonas ruminantium	strain=WCT3	models/s/selenomonas/Selenomonas_ruminantium_WCT3.xml.gz
GCF_000190595.1	867900	Cellulophaga lytica DSM 7489	strain=DSM 7489	models/c/cellulophaga/Cellulophaga_lytica_DSM_7489.xml.gz
GCF_000517085.1	869213	Saccharicrinis fermentans DSM 9555 = JCM 21142	strain=DSM 9555	models/s/saccharicrinis/Saccharicrinis_fermentans_DSM_9555_JCM_21142.xml.gz
